Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Trevor Lawrence,25.0,QB,10,10,172,284,2641,9.3,1211,7.0,4.3,834,4.8,4,9,1,15,5.5,47,17.2,202,73.7,2.4,71,13,17,48,15.2,13,8.1,35,302,32,59,286,620,3,16,32,59,286,620,
2.0,Mac Jones,26.0,QB,10,7,171,262,1869,7.1,764,4.5,2.9,908,5.3,5,12,0,7,2.8,45,18.0,184,73.6,2.3,62,9,18,41,14.1,14,5.9,27,170,26,33,170,234,0,0,26,33,170,234,
,Team Totals,,,17,17,343,546,4510,8.3,1975,5.8,3.6,1742,5.1,9,21,1,22,4.2,92,17.6,386,73.7,2.4,133,22,35,89,14.7,27,7.0,62,472,58,92,456,854,3,16,58,92,456,854,
