Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Jalen Hurts,26.0,QB,15,15,248,361,2812,7.8,1528,6.2,4.2,1375,5.5,8,25,1,6,1.8,45,13.4,265,79.1,2.7,126,29,23,90,20.5,39,9.4,98,829,64,71,628,631,32,201,64,71,628,631,
2.0,Tanner McKee,24.0,QB,2,1,30,45,296,6.6,185,6.2,4.1,138,4.6,1,0,0,0,0.0,9,20.0,30,66.7,2.3,17,0,5,7,14.9,0,,6,58,6,12,58,97,0,0,6,12,58,97,
3.0,Kenny Pickett,26.0,QB,5,1,25,42,355,8.5,234,9.4,5.6,57,2.3,2,2,0,1,2.5,6,15.0,26,65.0,2.4,23,2,6,12,24.5,3,4.3,6,45,5,6,45,5,0,0,5,6,45,5,
,Team Totals,,,17,17,303,448,3463,7.7,1947,6.4,4.3,1570,5.2,11,27,1,7,1.7,60,14.3,321,76.4,2.5,166,31,34,109,20.4,42,9.0,110,932,75,89,731,733,32,201,75,89,731,733,
