Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Josh Allen,28.0,QB,17,17,307,483,3836,7.9,1726,5.6,3.6,2005,6.5,9,22,1,20,4.3,86,18.7,344,74.8,2.4,136,37,37,88,16.4,41,8.9,51,404,39,90,335,794,11,69,39,90,335,794,"PB,AP-2,AP MVP-1,AP OPoY-6"
2.0,Mitchell Trubisky,30.0,QB,9,0,19,26,144,5.5,30,1.6,1.2,149,7.8,0,1,0,0,0.0,4,16.0,21,84.0,2.2,8,2,1,3,11.1,1,8.0,4,19,3,4,15,15,1,4,3,4,15,15,
3.0,Mike White,29.0,QB,1,0,3,11,98,8.9,-4,-1.3,-0.4,32,10.7,1,0,0,1,9.1,1,9.1,4,36.4,2.5,2,1,1,2,18.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,
,Team Totals,,,17,17,329,520,4078,7.8,1752,5.3,3.4,2186,6.6,10,23,1,21,4.2,91,18.3,369,74.4,2.4,146,40,39,93,16.1,42,8.9,55,423,42,94,350,809,12,73,42,94,350,809,
