Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Aaron Rodgers,41.0,QB,17,17,368,584,3996,6.8,1778,4.8,3.0,2119,5.8,13,16,0,39,6.9,98,17.3,429,75.5,2.3,141,35,52,127,19.8,16,6.4,87,723,85,112,715,733,1,8,85,112,715,733,AP CPoY-7
2.0,Tyrod Taylor,35.0,QB,2,0,17,22,88,4.0,51,3.0,2.3,68,4.0,0,1,0,1,4.8,2,9.5,19,90.5,2.0,4,3,2,5,20.8,2,6.5,1,6,1,1,6,3,0,0,1,1,6,3,
3.0,Allen Lazard,29.0,WR,12,10,0,1,17,17.0,0,,0.0,0,,0,1,0,0,,0,,0,,3.0,1,0,0,0,0.0,0,,1,0,1,0,0,0,0,0,1,0,0,0,
,Team Totals,,,17,17,385,607,4101,6.8,1829,4.8,3.0,2187,5.7,13,18,0,40,6.8,100,17.0,448,76.1,2.4,146,38,54,132,19.8,18,6.4,89,729,87,113,721,736,1,8,87,113,721,736,
