Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Patrick Mahomes,29.0,QB,16,16,392,581,3601,6.2,1628,4.2,2.8,2300,5.9,10,26,2,26,4.7,87,15.7,425,76.9,2.3,140,46,70,152,23.3,36,9.1,98,716,97,101,712,818,1,4,97,101,712,818,"AP MVP-6,AP OPoY-17"
2.0,Carson Wentz,32.0,QB,3,1,12,19,125,6.6,50,4.2,2.6,68,5.7,0,0,0,1,5.3,5,26.3,15,78.9,2.2,3,1,5,10,41.7,1,2.0,5,42,5,0,42,0,0,0,5,0,42,0,
,Team Totals,,,17,17,404,600,3726,6.2,1678,4.2,2.8,2368,5.9,10,26,2,27,4.7,92,16.1,440,76.9,2.3,143,47,75,162,23.9,37,8.9,103,758,102,101,754,818,1,4,102,101,754,818,
