Rk,Player,Age,Pos,G,GS,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Awards
1.0,Jonathan Taylor,25.0,RB,14,13,303,1431,71,859,2.8,572,1.9,15,20.2,"PB,AP CPoY-19"
2.0,Anthony Richardson,22.0,QB,11,11,86,499,34,363,4.2,136,1.6,9,9.6,AP CPoY-25
3.0,Trey Sermon,25.0,RB,17,3,56,159,14,75,1.3,84,1.5,3,18.7,
4.0,Tyler Goodson,24.0,RB,16,0,32,153,6,93,2.9,60,1.9,0,,
5.0,Joe Flacco,39.0,QB,8,6,9,26,2,24,2.7,2,0.2,0,,
6.0,Ashton Dulin,27.0,WR,15,2,5,45,2,27,5.4,18,3.6,1,5.0,
7.0,Adonai Mitchell,22.0,WR,17,7,4,6,1,2,0.5,4,1.0,0,,
8.0,Josh Downs,23.0,WR,14,8,1,12,0,12,12.0,0,0.0,0,,
,Team Totals,,,17,17,496,2331,130,1455,2.9,876,1.8,28,17.7,
