Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Justin Herbert,26.0,QB,17,17,332,504,4326,8.6,2182,6.6,4.3,1688,5.1,10,14,3,32,6.6,67,13.8,388,79.7,2.5,156,20,62,123,21.4,31,10.0,51,535,42,143,489,1431,4,46,42,143,489,1431,"AP MVP-9,AP CPoY-12"
2.0,Taylor Heinicke,31.0,QB,4,0,3,5,32,6.4,19,6.3,3.8,9,3.0,0,0,0,1,20.0,1,20.0,4,80.0,2.4,1,0,0,3,30.0,2,10.0,1,0,0,2,0,18,0,0,0,2,0,18,
3.0,JK Scott,29.0,P,17,0,1,1,-4,-4.0,-4,-4.0,-4.0,7,7.0,0,0,0,0,0.0,0,0.0,1,100.0,2.5,1,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
,Team Totals,,,17,17,336,510,4354,8.5,2197,6.5,4.3,1704,5.1,10,14,3,33,6.7,68,13.8,393,79.7,2.5,158,20,62,126,21.5,33,10.0,52,535,42,145,489,1449,4,46,42,145,489,1449,
