Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Kirk Cousins,36.0,QB,14,14,303,453,3392,7.5,1821,6.0,4.0,1687,5.6,15,12,4,16,3.7,51,11.7,340,77.8,2.4,106,25,47,100,20.7,3,5.3,8,28,7,64,30,461,1,-2,7,64,30,461,AP CPoY-13
2.0,Michael Penix,24.0,QB,5,3,61,105,1057,10.1,504,8.3,4.8,271,4.4,1,2,0,7,6.8,23,22.3,69,67.0,2.3,32,4,8,16,14.2,4,3.5,2,6,2,17,6,120,0,0,2,17,6,120,
3.0,Darnell Mooney,27.0,WR,16,16,0,1,19,19.0,0,,0.0,0,,0,1,0,0,,0,,0,,4.0,1,0,1,1,100.0,0,,1,0,1,0,0,0,0,0,1,0,0,0,
,Team Totals,,,17,17,364,559,4468,8.0,2325,6.4,4.2,1958,5.4,16,15,4,23,4.3,74,13.7,409,75.7,2.9,139,29,56,117,19.6,7,4.3,11,34,10,81,36,581,1,-2,10,81,36,581,
