Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Drake Maye,22.0,QB,13,12,225,338,2442,7.2,1084,4.8,3.2,1192,5.3,7,14,1,11,3.4,53,16.4,246,76.2,2.3,96,23,26,83,19.9,45,9.0,37,337,30,48,270,352,5,67,30,48,270,352,"PB,AP ORoY-8"
2.0,Jacoby Brissett,32.0,QB,8,5,95,161,1038,6.4,389,4.1,2.4,437,4.6,1,7,1,13,8.5,29,19.0,118,77.1,2.4,55,16,28,62,33.0,9,7.2,12,66,11,21,69,139,1,-3,11,21,69,139,
3.0,Joe Milton,24.0,QB,1,0,22,29,256,8.8,169,7.7,5.8,72,3.3,0,2,0,1,3.7,2,7.4,25,92.6,2.5,7,4,2,6,19.4,2,6.5,7,61,5,2,56,27,2,5,5,2,56,27,
4.0,Kendrick Bourne,29.0,WR,12,9,0,1,0,0.0,0,,0.0,0,,0,0,0,0,0.0,1,100.0,0,0.0,0.9,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
,Team Totals,,,17,17,342,529,3736,7.1,1642,4.8,3.1,1701,5.0,8,23,2,25,5.0,85,16.9,389,77.2,2.0,158,43,56,151,23.7,56,8.7,56,464,46,71,395,518,8,69,46,71,395,518,
