Rk,Player,Age,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassAtt,PassYds,PassYds,RushAtt,RushYds,PassAtt,PassAtt,PassYds,PassYds,Awards
1.0,Brock Purdy,25.0,QB,15,15,300,455,3809,8.4,2220,7.4,4.9,1644,5.5,10,10,5,19,4.3,62,14.1,345,78.4,2.5,142,32,38,101,19.1,44,6.8,38,374,32,86,351,896,2,23,32,86,351,896,
2.0,Joshua Dobbs,29.0,QB,2,1,32,47,367,7.8,260,8.1,5.5,101,3.2,0,0,1,1,2.2,9,19.6,34,73.9,2.2,10,6,2,10,18.9,4,5.8,6,31,3,3,25,36,2,6,3,3,25,36,
3.0,Brandon Allen,32.0,QB,3,1,17,30,241,8.0,83,4.9,2.8,116,6.8,0,3,0,4,14.8,5,18.5,22,81.5,2.4,7,3,2,7,21.2,1,6.0,2,21,2,5,21,57,0,0,2,5,21,57,
4.0,Ricky Pearsall,24.0,WR,11,4,0,1,10,10.0,0,,0.0,0,,0,1,0,0,,0,,0,,2.3,0,0,0,0,0.0,0,,1,4,0,1,0,0,1,4,0,1,0,0,
,Team Totals,,,17,17,349,533,4427,8.3,2563,7.3,4.8,1861,5.3,10,14,6,24,4.7,76,14.8,401,78.2,2.4,159,41,42,118,19.1,49,6.7,47,430,37,95,397,989,5,33,37,95,397,989,
